id,title,spoonacular_recipe_id,recipe_title
17d88a35-430b-43e6-b606-0443ba2f3cf0,Berry-licious Smoothie Bowl,715393,Berry-licious Smoothie Bowl
3be29080-02cc-4218-81ea-f1bd3303f7bd,Beverages,715742,Beverages
1435607c-a0fb-4fe8-9e6d-b7cead19b877,Bibimbab (Korean Rice w Vegetables & Beef),649031,Korean Bibimbab (Rice w Vegetables & Beef)
796bb82d-f4fe-4846-a2a2-ffacecb4755c,Bison Tofu Lettuce Wraps,635018,Bison Tofu Lettuce Wraps
997776f0-984f-4b4f-bef6-7d85b3d3e991,Black Bean and Cheese Stuffed Bell Peppers,635055,Black Bean and Cheese Stuffed Bell Peppers
1a676461-d17e-431a-8485-dfdd9533044a,Blackberry Bread Pudding,635186,Blackberry Bread Pudding
6b1a96ea-e404-49aa-a356-62dd34a19a0e,Blackberry Smash Pink Lemonade Pops,635243,Blackberry Smash Pink Lemonade Pops
08e4f8cb-385a-446e-b72d-0b31b5b6194e,BLT Sandwich,635342,BLT Sandwich
fdde528e-ee5c-4aa4-b46b-acb7f7e9a43f,Blueberry Muffins With Streusel Topping,635501,Blueberry Muffins With Streusel Topping
57f7765b-0aa0-4ed3-ab6f-a9d6f5591432,Boozy Bbq Chicken,635675,Boozy Bbq Chicken
5881e040-9484-4421-b942-dc8e99b8327d,Boudin,635701,Boudin
66b74aab-eefa-43ec-a557-b2fe91a895cf,Boudin Sausage,635708,Boudin Sausage
4e475d6f-6a55-4541-b104-1f9fcbf9caaa,Braised Bean Curds,635795,Braised Bean Curds
f7e7cf80-4020-4115-a8a1-7d777798cf25,Braised Ridged Gourd With Beancurd Skin,635867,Braised Ridged Gourd With Beancurd Skin
6f92ba57-3910-47d9-a3d1-e925fd9ac078,Breakfast Tacos,511748,Breakfast Tacos
5e1c6af8-11be-404b-9116-cf16a2976a94,Brown Rice Mushroom Pilaf,636292,Brown Rice Mushroom Pilaf
298178f8-a67f-4b0d-b9cf-a852477e1791,Brown Rice Vegetable Pulao,636295,Brown Rice Vegetable Pulao
10be4c96-8f04-4c31-a6ce-5f213d4abcb7,Bunny Eggs Kids Breakfast,636458,Bunny Eggs Kids Breakfast
6650861e-e25f-4dae-ae2d-2b0658ea05e5,Butternut Squash Tofu Salad With Toasted Hazelnuts,636604,Butternut Squash Tofu Salad With Toasted Hazelnuts
0a853339-bba7-4191-b0a8-08ce35d297fb,Caramelized Tofu & Gala Apple Salad,637067,Caramelized Tofu & Gala Apple Salad
9819ffde-26b7-43ad-ba09-a2acf9cbc35e,Cauliflower Chickpea Stew,637297,Cauliflower Chickpea Stew
13528b97-bae0-4727-a653-302ab38dfce2,Cavatappi pasta with salmon crab surimi,637325,Cavatappi pasta with salmon crab surimi
b11d4282-6e0c-4f73-b64b-5b040eefba17,Cavatelli With Red and Green Chard,637327,Cavatelli With Red and Green Chard
6f478307-5926-474a-919b-33ad7d4736e2,Cedar-Planked Salmon With Mustard Dill Sauce,637335,Cedar-Planked Salmon With Mustard Dill Sauce
7eb07186-6f41-4512-a21a-468bc6072fec,Cheesy Chicken Enchilada Quinoa Casserole,715421,Cheesy Chicken Enchilada Quinoa Casserole
7c91ac5c-841b-46dc-b89d-fbbc252a2e4f,Cheesy Ham and Shrimp Macaroni Au Gratin,637658,Cheesy Ham and Shrimp Macaroni Au Gratin
0d423c75-210f-449a-9421-23ad0a39c6f5,Cheesy Pasta in a Pot,637670,Cheesy Pasta in a Pot
65cb3d5e-9e1e-4622-842b-0f39f804bd8c,Cheesy Picante Beef Macaroni,637672,Cheesy Picante Beef Macaroni
3b7cc47e-780d-4844-b076-b406439a625d,Cheesy Stuffed Bell Pepper Casserole,637686,Cheesy Stuffed Bell Pepper Casserole
53477966-8606-48b3-a2bb-8b2cd05ca8ab,Cherry Berry Coconut Almond Smoothie Bowl,679539,Cherry Berry Coconut Almond Smoothie Bowl
c7cfca21-cb69-4b1e-b920-194fc5bc52cb,Chicka Chicka Chickpea Salad,637846,Chicka Chicka Chickpea Salad
310f8461-c76d-4cb5-8fea-0496ff716d82,Chicken Arrozcaldo,637942,Chicken Arrozcaldo
3c062a3e-027b-4f04-bee6-05150e5d5200,"Chicken Avocado Burger (Whole 30, PALEO, & Simple Fit Forty)",780000,"Chicken Avocado Burger (Whole 30, PALEO, & Simple Fit Forty)"
6b258d31-8009-4956-a1e5-2187f25f9db1,Chicken Enchilada Salad Wraps,638074,Chicken Enchilada Salad Wraps
0803e981-417b-4f99-b833-3a2614dfda9d,Chicken in a Basil Cream Sauce,638118,Chicken in a Basil Cream Sauce
005a1105-467f-4028-b198-054eb11446b7,Chicken Kale Bake,638148,Chicken Kale Bake
51436f3d-84d5-47d5-883f-cf3cc951ad72,Chicken Piri Piri with Spicy Rice,638252,Chicken Piri Piri with Spicy Rice
99e94f2d-057b-4d39-a61c-3e380d38c4de,"Chicken Rollintini with Pesto, Baby Spinach & Brown Rice",638289,"Chicken Rollintini with Pesto, Baby Spinach & Brown Rice"
e6269991-661c-44b1-a88c-e383f17bab27,Chicken Spaghettini With Fried Capers,638338,Chicken Spaghettini With Fried Capers
42ec8dc6-6bb9-4611-9092-527c0575d245,Chicken Suya,716342,Chicken Suya
6a38620c-e155-4e53-a348-7714e06bec33,Chili and Garlic Spiced Beef and Broccoli Stir Fry,638549,Chili and Garlic Spiced Beef and Broccoli Stir Fry
29913ebb-9242-4982-8bd4-aa031c3a5626,Chinese Steamed Flan,638717,Chinese Steamed Flan
532f7313-896f-4cd2-9a3b-2449a9be1264,Chipotle Fried Egg Avocado Toast,803366,Chipotle Fried Egg Avocado Toast
276c03f0-65b5-48b0-a2c3-3a4666bebf9e,Chock Full Of Broccoli Soup,638780,Chock Full Of Broccoli Soup
abec0a46-138a-4b1b-890f-84771677d980,Chocolate Strawberry Fudge Cake,639212,Chocolate Strawberry Fudge Cake
a4168d14-0dd1-49f3-a41f-c28f38e58a64,Chorizo and Cheese Crostini,639318,Chorizo and Cheese Crostini
a1fae99e-6a9a-4a6a-8db9-adb1fbf00a13,"Chorizo, Bacon, Mushroom and Pea Pasta",639337,"Chorizo, Bacon, Mushroom and Pea Pasta"
f06a86b9-d7eb-4681-af47-f5c1c4eb0da8,Cilantro Tofu Bean Burgers,639430,Cilantro Tofu Bean Burgers
58f51ce7-ccc5-4304-ae15-a83f203e096d,classic beef burgundy,639567,classic beef burgundy
b5eefb22-1cab-4189-a40f-d27a0edfcd7d,Collard Greens With Bacon,13265,Collard Greens With Bacon
afa12773-5336-4cb7-bc94-8afe18399c34,Copycat Chick Fil A Chicken Salad,1504225,Copycat Chick Fil A Chicken Salad
4ee691cc-3594-4a7a-8c95-444b56d8c7d8,Corn-Crusted Fish Tacos With Jalapeno-Lime Sauce and Spicy Black Beans,640117,Corn-Crusted Fish Tacos With Jalapeno-Lime Sauce and Spicy Black Beans
27870f98-73ec-40e8-bfa7-3b50d28657ac,Coulibiac Of Salmon,640190,Coulibiac Of Salmon
edcb1df5-aaba-4125-95a3-5f122fe3ffb7,Country Breakfast: Tofu and Veggie Scramble With Home Fries,640194,Country Breakfast: Tofu and Veggie Scramble With Home Fries
31e76686-795d-479e-8c4b-b6d94c4d5f6d,Cous Cous Tofu Salad With Creamy Herb Dressing,640229,Cous Cous Tofu Salad With Creamy Herb Dressing
0a79e965-530a-4fdb-ad44-e4944f95508c,Crab Stacks,640321,Crab Stacks
dfedf094-6276-4161-8f75-56d6df76aeae,Crawfish Cake Sliders,640461,Crawfish Cake Sliders
1adb4455-4ff3-429c-bf49-0ce057e2c7c2,Cream Cheese with Sun Dried Tomatoes and Pesto Pastry,640513,Cream Cheese with Sun Dried Tomatoes and Pesto Pastry
0910f9eb-b1fc-46aa-9a28-5d27bdf2f5ce,Creamy Asparagus Risotto Side Dish,640590,Creamy Asparagus Risotto Side Dish
241950e5-bed2-45b6-978d-0638a8327119,Creamy Chicken Orzo Soup,640619,Creamy Chicken Orzo Soup
90eaebf7-d5bc-4531-834a-e40a56ef1550,Creamy Corn Chowder,641429,Creamy Corn Chowder
1d595890-bb4e-4f93-ba61-ed7c3b3e5033,Crock Pot Beef and Bean Burritos,640851,Crock Pot Beef and Bean Burritos
89d4468e-a093-4be4-974c-753b39b5d821,Cumin-Scented Basmati Rice Pilaf,641034,Cumin-Scented Basmati Rice Pilaf
18ebfcba-4311-499c-b527-fd9b95659a72,Curried Chicken Roll-Ups,641066,Curried Chicken Roll-Ups
45a5df59-5392-4427-8af1-395c86d09175,Curry-Braised Chicken,641145,Curry-Braised Chicken
3f342dea-7c00-4cce-8ec1-f8914bd3476d,Dad’s Breakfast Polenta,641185,Dad’s Breakfast Polenta
aebf2c59-ed1e-4891-81b4-f1f91762790f,Dolsot Bibimbap,641559,Dolsot Bibimbap
f5896be0-b1bb-4fb0-94a4-4da550ec0870,Donkatsu - Korean Breaded Pork Cutlet,641565,Donkatsu - Korean Breaded Pork Cutlet
cef65979-ebfa-4078-983f-e4e8512bec21,Double Blueberry Quinoa Salad,641583,Double Blueberry Quinoa Salad
8535df84-0d94-4c7a-8494-2ef2d8e47460,Dried Prawns Yee Mee Soup,641653,Dried Prawns Yee Mee Soup
334a9c20-3b47-45cf-8043-4321c76cff0c,Dry Mee Siam,641687,Dry Mee Siam
1f073dd5-5b1e-4148-9f09-44bb691ddcc7,Easy Avocado Egg Quinoa Breakfast Bowl,868800,Easy Avocado Egg Quinoa Breakfast Bowl
bdd6136e-9eba-4386-946f-9eb0dd2130c0,Easy Chicken Tandoori,641904,Easy Chicken Tandoori
ace05423-fea2-48fa-bca0-7eb1b534d405,Easy Homemade Rice and Beans,716627,Easy Homemade Rice and Beans
63ce7748-e97b-40cb-9033-0fed46e71918,Easy Instant Pot Beef Tips and Rice,1000566,Easy Instant Pot Beef Tips and Rice
9385f5ad-4f0a-461a-a2c7-1327b2517216,Easy Thai Fried Rice,642125,Easy Thai Fried Rice
654f4e87-729d-4ad8-a148-81f368169a49,Easy Tomato Basil Chicken – One Pot Meal,1070648,Easy Tomato Basil Chicken – One Pot Meal
e5dea495-0ce8-4c1c-a191-62399ee9726d,Easy Weekday Breakfast Muffins,1017374,Easy Weekday Breakfast Muffins
61e26d98-1b75-4a25-a8ac-e6a9f65308eb,"Elegant, Intimate Thanksgiving",53626,"Elegant, Intimate Thanksgiving"
fab468bb-d56f-463c-9276-58abf3976391,Elk Sirloin Tacos With Pickled Jalapeños,642372,Elk Sirloin Tacos With Pickled Jalapeños
9e053f13-0978-4d24-aac5-800580691859,Ethiopian Lentil Curry,642468,Ethiopian Lentil Curry
c46388b9-e9df-4965-851b-edc7f6596541,Everything Bagel Cheese Burger,681713,Everything Bagel Cheese Burger
135359a9-93ec-4ca4-95fc-fd4cc11fa34b,Falafel Burger,642539,Falafel Burger
fbe8fdc0-88a8-4872-9838-ed6f18e3cfc1,"Farfalle with fresh tomatoes, basil and mozzarella",642585,"Farfalle with fresh tomatoes, basil and mozzarella"
aff8cb04-1bc9-43b5-9e26-4cb3f70352aa,"Farfalle with Shrimps, Tomatoes Basil Sauce",642594,"Farfalle with Shrimps, Tomatoes Basil Sauce"
79c05062-8593-4c5c-b2b1-f0a06ea0ec60,Feta Stuffed Burgers,642695,Feta Stuffed Burgers
ea79769a-9f2f-4ee8-96c4-ebc71824793b,Fiesta Rice Salad with Honey Lime Dressing,1098346,Fiesta Rice Salad with Honey Lime Dressing
2c685bc4-edd6-492c-9edd-67ae2cf1a7cc,Fish Pie With Fresh and Smoked Salmon,642977,Fish Pie With Fresh and Smoked Salmon
c823ff46-d174-49b8-9fce-13a92570a4aa,Fluffy frittata with spinach,643150,Fluffy frittata with spinach
ceb7e557-39d6-45f1-8f76-60b6e228e3ba,"Focaccia with Tomato, Green Onion and Garlic",643175,"Focaccia with Tomato, Green Onion and Garlic"
5a65ec3f-d824-4982-a85e-5911ebc39296,French Onion Salisbury Steak,643372,French Onion Salisbury Steak
cd931126-f112-4927-a255-60297bec1592,Fresh Herb Omelette,643514,Fresh Herb Omelette
d5f993d0-c88f-4f5c-866f-d7c613bb6dfc,Fresh Lumpia,643524,Fresh Lumpia
93352ae6-c8b5-43df-8871-1dc46071bc16,"Fresh Quick ""Pickle"" Side Dish",643422,"Fresh Quick ""Pickle"" Side Dish"
3cd1f5a1-d4f6-48f1-bf14-5a4d4a438e56,Fried Bee Hoon/ Vermicelli,643669,Fried Bee Hoon/ Vermicelli
d299ff13-f038-4536-8b24-d7b418062804,Fried Egg Tacos,949421,Fried Egg Tacos
166b3ec4-89e4-4714-8ab9-cbde03adc05a,Fried Wonton,643829,Fried Wonton
8f1e63ec-8c30-43ba-a2a4-ec99fe04a95c,Garbanzo Beans & Greens,644173,Garbanzo Beans & Greens
a32dde67-6d02-4455-af34-e591cfdfef31,Ginger Shrimp and Pepper Stir Fry,644637,Ginger Shrimp and Pepper Stir Fry
259a5520-af49-4b86-a43f-82c6f13468c8,Gluten-Free Lamb Moussaka,644889,Gluten-Free Lamb Moussaka
0b1b444a-7803-4365-a802-0b6f79b9d5f8,Gnocchi and Wilted Spinach Salad,644917,Gnocchi and Wilted Spinach Salad
39a352cd-251d-4cfb-98da-54b3218e6c02,"Greek-Style Baked Fish: Fresh, Simple, and Delicious",716408,"Greek-Style Baked Fish: Fresh, Simple, and Delicious"
be5c488d-1b64-4d32-b385-f460bfe0222d,Green Beans with Pearl Onions and Salmon,645418,Green Beans with Pearl Onions and Salmon
f1613f37-9556-4c62-b002-84b81df04b6b,Green Beans With Roasted Walnuts and Sweet Cranberries,645419,Green Beans With Roasted Walnuts and Sweet Cranberries
c5165934-5bfd-447d-b3bf-d81683352650,Grilled Chicken Burritos With Mojo Sauce and Pico De Gallo Salsa,645642,Grilled Chicken Burritos With Mojo Sauce and Pico De Gallo Salsa
5e9a5e32-ebb4-4f70-8743-c9bf9af6cac2,Grilled Eggplant Sandwich,645706,Grilled Eggplant Sandwich
a73a3f86-d2a8-40fe-accd-a428fd75eda4,Grilled Ham and Swiss Sandwich,645733,Grilled Ham and Swiss Sandwich
0c804eb4-2ba9-4c7f-b617-25382c993508,"Grilled Ham, Cheese and Roasted Red Pepper Panini",645735,"Grilled Ham, Cheese and Roasted Red Pepper Panini"
d81ce0b5-0b87-4c3e-afdb-e2aeb2663ac3,Grilled Kabobs,645742,Grilled Kabobs
be944287-fd9c-4443-ae95-434c662fb3c0,Grilled Salmon Salad With Blood Orange Cilantro Vinaigrette,645849,Grilled Salmon Salad With Blood Orange Cilantro Vinaigrette
24da9b5c-092d-45f8-8c81-5a974e6e3d34,Ground Beef Street Tacos,1505411,Ground Beef Street Tacos
e5d4ffcc-5664-4a61-9027-4f5af4470558,Hawaiian Grilled Cheese,646368,Hawaiian Grilled Cheese
97baf303-1050-4320-bf2f-04d3ce634acc,Healthier Southern-Style Green Beans,646424,Healthier Southern-Style Green Beans
501d4380-6b45-4cb3-9757-dd45eadbbaa3,Healthy Quinoa Salad,1847920,Healthy Quinoa Salad
1338b087-6fb6-41a8-aaea-91e24ede486b,Heirloom Tomato Basil and Olive Oil Wine Sauce over Pasta,646626,Heirloom Tomato Basil and Olive Oil Wine Sauce over Pasta
30aea4db-7531-4d3f-addd-3c082346a0ae,Hoagie Slider Dip,703177,Hoagie Slider Dip
a038916c-2f59-4424-8bfd-6dfc6aca97be,Hot Sliced Beef,647524,Hot Sliced Beef
beced40e-3d9c-4321-8e97-ac27a603d09c,Hot Spicy Cold Noodles,647536,Hot Spicy Cold Noodles
90c28e3f-e3c1-4887-a911-46da013fa1ad,How to Make an Easy Chicken Enchilada,1171085,How to Make an Easy Chicken Enchilada
64da25d4-cea6-4d0d-821e-9b8e77f4f7a1,Huevos Rancheros,647608,Huevos Rancheros
ed56accb-4cef-4b7f-ae38-85d2a0f865b7,Hummus Deviled Eggs,647627,Hummus Deviled Eggs
0095dc09-69cd-44df-b2ba-2296defc9600,Hummus Wrap With Carrots and Cucumbers,647638,Hummus Wrap With Carrots and Cucumbers
711af6eb-705f-4ecb-b0b5-4ebdd720ec9f,Hungarian Beef Goulash,647645,Hungarian Beef Goulash
8b3073cd-b801-4bcf-920e-af9ec75a7297,Hydrabadi Dum Biriyani,647681,Hydrabadi Dum Biriyani
360cda44-18c6-4423-b647-1fc4b242815f,Indian-Style Eggs On Toast,647876,Indian-Style Eggs On Toast
357ab73a-09df-410f-85db-f5c338eebe20,Instant Pot Quinoa Grain Bowl,982371,Instant Pot Quinoa Grain Bowl
60b693e1-7398-42c7-a5d7-9ff1313e7961,Itty Bitty Burgers,648303,Itty Bitty Burgers
664fce4b-6ff2-4a91-af1c-9b79f68ea3aa,Jambalaya Soup,648430,Jambalaya Soup
af808dd6-d859-440b-9409-db22f873332c,Jamie's Guacamole,648439,Jamie's Guacamole
bab6b2a3-82a0-4b78-934c-1bdfe7730dbf,Japanese Clear Soup,648462,Japanese Clear Soup
3df739fe-2093-4a94-8633-34851ce995f1,Japanese Mabo Tofu With Eggplant,648479,Japanese Mabo Tofu With Eggplant
1c26d4f6-f9d9-4ef3-9c81-5079e61d927a,Japanese Mushroom Noodle Soup,648483,Japanese Mushroom Noodle Soup
49a3365d-2b02-46f8-8959-790a6e1ab0fa,Japanese Noodle Soup,648481,Japanese Noodle Soup
81763656-ab7c-432e-ae78-11e61ff82ebd,Japanese Steamed Sweetcorn Bun,648502,Japanese Steamed Sweetcorn Bun
f9695652-e2ad-40e5-87a0-cf90d6388bed,Japanese Style Curry,648470,Japanese Curry Puffs
c2131fc7-0769-4e17-9cd7-5db676b7dac4,Jewish Mandlebrot,648587,Jewish Mandlebrot
07d041f8-4b65-4e84-a295-ac94b89f59c3,Jojo's Potato Pancakes,648608,Jojo's Potato Pancakes
ae5a6de6-eb7e-41e2-b3f7-d1a2a9587c0a,Jordanian Mansaf,648615,Jordanian Mansaf
47915560-b628-4312-a483-515706d9456e,Kale Bruschetta,648715,Kale Bruschetta
e5945bf9-7dc8-4808-895e-a2b2ac90858f,Kale Rolls,157961,Kale Rolls
66ee39db-6e86-4ca4-8044-b393ede7c477,Kale With Red Onion,648729,Kale With Red Onion
0a30801b-f9c5-48ad-a330-a1b618a5d982,Kappa Maki,648742,Kappa Maki
c3d93615-fbad-41d0-9830-18eae3f61b4a,Kare Katsu,648749,Kare Katsu
b1867be7-c8c5-4a5f-a6b1-f4c482be30d5,Kerabu Rice (Rice Salad),648822,Kerabu Rice (Rice Salad)
ecf3464e-aaee-4cec-8eb0-834875c70490,khichdi recipe,765725,khichdi recipe
bbd3ff12-a50b-4b1a-83b7-0a7736cb885f,Kickin’ Vegan Quesadillas,648875,Kickin’ Vegan Quesadillas
0a50502c-3747-4a9e-bc66-4302fbe977c4,Kiwi Popsicles – Summer Popsicle Series,715412,Kiwi Popsicles – Summer Popsicle Series
5fa5671b-d7f6-4502-bbdd-1787b65786d5,Korean Bibimbab (Rice w Vegetables & Beef),649031,Korean Bibimbab (Rice w Vegetables & Beef)
090407d7-ad74-42b0-abbf-c1b57c136615,Korean Saewoo Bokkeumbap (Shrimp Fried Rice),649073,Korean Saewoo Bokkeumbap (Shrimp Fried Rice)
d0635c79-718b-4bd9-9439-1e28f317b9c4,Laksa Lemak,649175,Laksa Lemak
bb9d0b2b-387f-42d8-9a0d-5987b89f2587,Lamb and Bacon Burgers,649182,Lamb and Bacon Burgers
ee6cff6d-0ac1-40cc-b47f-f4141e44494f,Lamb and Mushroom Stew,649186,Lamb and Mushroom Stew
d8ec3130-aee4-4dcc-96a4-1fa9616fb4b5,Lamb Pie,649229,Lamb Pie
fd51648a-8aac-41d6-96d0-bcc9973933d7,Lasagna - Using Uncooked Noodles,649271,Lasagna - Using Uncooked Noodles
84fa1d8e-3a56-4d69-be4e-779a135a08d3,"Laura Calder's Halibut With Brown Butter, Crushed Chickpeas With Olives and Roasted Cumin Carrots",649307,"Laura Calder's Halibut With Brown Butter, Crushed Chickpeas With Olives and Roasted Cumin Carrots"
d2f82e5f-4025-49bd-a063-18cab3ccbc8e,Lean Shepherd's Pie,649395,Lean Shepherd's Pie
1bc0efb3-59d0-45af-8b0d-b2d596ec8b8c,Learning to live healthier,715596,Learning to live healthier
431547e1-911a-4593-9d2a-d9b6450f32c1,Lebanese Lentil Soup,649405,Lebanese Lentil Soup
8fedd604-954b-4f1f-828c-fcad520a8264,Lebanese Stuffed Grape Leaves,649415,Lebanese Stuffed Grape Leaves
2a69791d-247c-46ba-84ba-ef7ac9c986fc,"Lemon ""Cream"" With Fresh Raspberries",649476,"Lemon ""Cream"" With Fresh Raspberries"
137d89a1-d8cd-4984-a7f7-9a23b6a47e08,Lemon Pilaf Chicken,649733,Lemon Pilaf Chicken
535347ce-b10e-459d-8f3a-291115d065d3,Lemony Brown Rice With Baby Spinach,649882,Lemony Brown Rice With Baby Spinach
490739dc-ad1f-4e02-9fba-fc1c0d31868a,Lentil Apricot Soup With Roasted Kale,649908,Lentil Apricot Soup With Roasted Kale
49016838-c796-46b2-ad48-ebd60e37b81b,Light and Chunky Chicken Soup,649985,Light and Chunky Chicken Soup
d1f20ea9-94a4-4a09-b4c4-408de6cb64b7,Linguine E Americana,650126,Linguine E Americana
ada9f706-10fd-44de-96bb-06279f348385,"Linguine with Prawns, Fresh Tomatoes and Spinach",650139,"Linguine with Prawns, Fresh Tomatoes and Spinach"
00950331-5a4b-469a-a794-5c2f05a322d7,Loaded Macaroni Salad,1697647,Loaded Macaroni Salad
0c27cf1a-7ea3-4954-a5c7-df63e568e45a,Majorcan Toasts,650646,Majorcan Toasts
162fc6b0-3b2d-4b1f-9735-641b230b28b3,Masala-Tofu Burger,651190,Masala-Tofu Burger
1f5ab22e-a2fb-4abf-b244-83e4564213c5,Meatball Sliders,651341,Meatball Sliders
68050c20-0096-4d64-a93b-f93a1fd7cdf4,Meatball Subs,651342,Meatball Subs
d1b10431-4020-4898-81db-60f62dc17eb6,Meatball Vegetable Soup,157963,Meatball Vegetable Soup
89004dff-b3ec-4cd4-a454-7901b4f346c8,Melt Your Heart,665823,Melt Your Heart
87968de0-f47f-4cd9-862b-da4c7334e896,Mexican Fiesta Salad Pizza,651624,Mexican Fiesta Salad Pizza
7d780e5b-cf5a-4bef-a788-04a439b90898,Mexican Lasagna with Chicken & Black Bean,651646,Mexican Lasagna with Chicken & Black Bean
fcae3faf-3b9d-4177-bf46-146b2a0f3d55,Mini Meatball & Ravioli Soup With Garlic Croutons,651965,Mini Meatball & Ravioli Soup With Garlic Croutons
1fae62e9-f486-41fa-9ded-dbc18256879c,Miso Eggplant Gratin,652059,Miso Eggplant Gratin
540b75e5-82ea-456a-8ba4-f7e48e5acca5,Miso Soup With Thin Noodles,652078,Miso Soup With Thin Noodles
